text,displacement,year,mileage,price
Škoda Octavia  2.0 TDi Elegance,2.0,2008,237847,140000
Škoda Octavia  Sport 2.0 TDI  Klima  Tempomat,2.0,2007,138969,140000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2007,169324,140000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2007,182874,140000
Škoda Octavia  1.9 TDI  ČR 2.maj  Klima,1.9,2007,194742,140000
Škoda Octavia  2.0 TDI  ČR 2.maj  Xenony,2.0,2007,199970,140000
Škoda Octavia  1.9 TDI  Klima,1.9,2007,207159,140000
Škoda Octavia  2.0 TDI  Klima  Park. senzory,2.0,2007,223311,140000
Škoda Octavia  1.9 TDI  Automat  Navi  Klima,1.9,2007,233262,140000
Škoda Octavia  DSG 2.0 TDi Elegance,2.0,2007,247800,140000
Škoda Octavia  2.0 TDI  Navi  Klima  Tempomat,2.0,2007,271725,140000
Škoda Octavia  2.0 TDI  Navi  Klima,2.0,2006,167077,140000
Škoda Octavia  1.9 TDI  Klima  Park. senzory,1.9,2006,205994,140000
Škoda Octavia  2 0TDI 103kw klimatronic,2.0,2006,214000,140000
Škoda Octavia  1.9 TDI  Elegance  Automat,1.9,2006,216145,140000
Škoda Octavia  1.9TDI *4x4-SERVISKA*,1.9,2006,239000,140000
Škoda Octavia  Elegance 1.9 TDI  Xenony,1.9,2006,248201,140000
Škoda Octavia  1 9 TDi  ČR,1.9,2005,153103,140000
Škoda Octavia  1.9 TDi 77 Kw DSG!!,1.9,2005,157410,140000
Škoda Octavia  Elegance 2.0 TDI  Automat,2.0,2005,244872,140000
Škoda Octavia,,2001,238174,140000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2008,188147,141000
Škoda Octavia  2.0 TDI  ČR 1.maj  Serv.kniha,2.0,2008,222779,142000
Škoda Octavia  Elegance 1.9 TDI  Automat,1.9,2007,142652,142000
Škoda Octavia  1.9 TDI  Serv.kniha  Navi,1.9,2007,223743,142000
Škoda Octavia  1.9 TDI  4X4  Navi  Klima,1.9,2006,133673,142000
Škoda Octavia  Elegance 2.0 TDI  Xenony,2.0,2006,139335,142000
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2006,147693,142000
Škoda Octavia  II 1.9TDI DIGIKLIMA TAŽNÉ,1.9,2008,210000,142900
Škoda Octavia  1.6 TDi CR Classic  1.Maj.,1.6,2011,255000,142999
Škoda Octavia  Ambiente 2.0 TDi  Xenon,2.0,2008,209056,143000
Škoda Octavia  1 9 TDi ČR ELEG.PO 1 MAJ.,1.9,2008,261000,143000
Škoda Octavia  1 9 TDi 77 kW KLIMA,1.9,2005,183493,143000
Škoda Octavia  1.9 TDI  Klima  Vyhř. sedaček,1.9,2005,185125,143000
Škoda Octavia  2.0 TDi TAŽNÉ SERV.K.,2.0,2005,220290,143000
Škoda Octavia  kombi 2.0tdi klimatronik navi,2.0,2008,239000,144000
Škoda Octavia  1.9 TDI AMBIENTE,1.9,2007,203900,144000
Škoda Octavia  1.9 TDI  Klima,1.9,2006,146522,144000
Škoda Octavia  2 0 TDI 103 KW,2.0,2006,169000,144000
Škoda Octavia  II combi 1.9Tdi Clima  S.kniha,1.9,2007,215874,144800
Škoda Octavia  II. 1 9TDI Ambiente,1.9,2006,191831,144800
Škoda Octavia  II 2.0TDI 6KVALT KŮŽE 12/2008,2.0,2008,196000,144900
Škoda Octavia  Elegance,,2007,243000,144900
Škoda Octavia  II 1.9TDi 77Kw Elegance   KOMB,1.9,2007,251000,144900
Škoda Octavia  II 1.9TDI DIGIKLIMA BEZ DPF,1.9,2006,187000,144900
Škoda Octavia  kombi 1 9 TDI/77kW serviska,1.9,2006,188589,144900
Škoda Octavia  II1.9 TDI 77KW BOH VYBAVA 1maj,1.9,2007,152000,144990
Škoda Octavia  2.0 TDI KLIMA  NAVIGACE,2.0,2007,198000,144999
Škoda Octavia  1.6 TDI  ČR,1.6,2010,244731,145000
Škoda Octavia  1.9 TDi Ambition  2.maj ČR,1.9,2010,314895,145000
Škoda Octavia  Tour 1.9 TDi  1.maj ČR,1.9,2009,146692,145000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2009,205578,145000
Škoda Octavia  1.9TDI Combi,1.9,2009,242000,145000
Škoda Octavia  1.9 TDI  Automat  Serv.kniha,1.9,2009,328795,145000
Škoda Octavia  Elegance 2.0 TDI  Navi  Klima,2.0,2008,132762,145000
Škoda Octavia  1.9 TDI  Automat  Xenony,1.9,2008,147520,145000
Škoda Octavia  1.9 TDI/74KW GARANCE KM!!!,1.9,2008,178988,145000
Škoda Octavia  1 9TD 77KW KLIMA,1.9,2008,193000,145000
Škoda Octavia  2.0. TDi 103 kW,2.0,2008,198477,145000
Škoda Octavia  1.9 TDI,1.9,2008,204000,145000
Škoda Octavia  1.9 TDI KLIMATIZACE  ODP. DPH,1.9,2008,208000,145000
Škoda Octavia  1 9 TDi KOMBI 77 kw,1.9,2008,223590,145000
Škoda Octavia  2.0 TDi Ambiente,2.0,2007,133600,145000
Škoda Octavia  1.9 TDi Ambiente,1.9,2007,142781,145000
Škoda Octavia  II 1.9TDi 77kW Ambiente kombi,1.9,2007,172000,145000
Škoda Octavia  2.0 TDI  Xenony  Klima,2.0,2007,185005,145000
Škoda Octavia  Elegance 2.0 TDI  ČR 2.maj,2.0,2007,187647,145000
Škoda Octavia  kombi 1.9 77kW tažné zařízení,1.9,2007,190538,145000
Škoda Octavia  1.9 TDi Elegance  Automat,1.9,2007,207005,145000
Škoda Octavia  2.0 TDi 103kW ALU 17,2.0,2007,217040,145000
Škoda Octavia  4x4 2.0 TDi Elegance  ČR,2.0,2007,233915,145000
Škoda Octavia  2.0 TDi,2.0,2006,173629,145000
Škoda Octavia  1 9 TDI AMB DIGIKLIMA  II,1.9,2006,174254,145000
Škoda Octavia  2.0 TDI  Automat  Xenony,2.0,2006,187125,145000
Škoda Octavia  2.0 TDi Ambiente,2.0,2006,189038,145000
Škoda Octavia  II 1.9 TDI 125ps 4x4   ALU,1.9,2005,165000,145000
Škoda Octavia  II 1.9 TDI 125ps 4x4   ALU,1.9,2005,165000,145000
Škoda Octavia  1.9 TDi 77kW 4x4 Combi,1.9,2005,167150,145000
Škoda Octavia  II 2.0 TDI 103KW,2.0,2005,195500,145000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2007,146233,146000
Škoda Octavia  1.9 TDI  Klima,1.9,2007,195839,146000
Škoda Octavia  1.9 TDI  Klima,1.9,2007,225946,146000
Škoda Octavia  1.9 TDI   ČR 1.maj  Serv.kniha,1.9,2006,116710,146000
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2006,132794,146000
Škoda Octavia  Elegance 1.9 TDI  Klima,1.9,2006,141186,146000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2006,167481,146000
Škoda Octavia  1.9 TDI  Serv.kniha  Xenony,1.9,2006,223810,146000
Škoda Octavia  Elegance 1.9 TDI 4x4  ČR 1.maj,1.9,2006,231342,146000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2005,206757,146000
Škoda Octavia  1 9Tdi 77kw 1.maj Serviska,1.9,2007,218162,146900
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2008,146674,147000
Škoda Octavia  1.9 TDi 77kW  1.Majitel  tažné,1.9,2008,232000,147000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2007,148675,147000
Škoda Octavia  1.9 TDI  Klima,1.9,2007,149563,147000
Škoda Octavia  1.9 TDI  4X4  ČR 2.maj,1.9,2006,175011,147000
Škoda Octavia  1.9 TDI  Automat  Serv.kniha,1.9,2006,196189,147000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2005,134358,147000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2005,148463,147000
Škoda Octavia  1.9 TDI 4x4  ČR 2.maj,1.9,2005,217308,147000
Škoda Octavia  1.9 TDi  4x4  TAŽNÉ  XENON  ČR,1.9,2005,182199,147900
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2006,167481,146000
Škoda Octavia  1.9 TDI  Serv.kniha  Xenony,1.9,2006,223810,146000
Škoda Octavia  Elegance 1.9 TDI 4x4  ČR 1.maj,1.9,2006,231342,146000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2005,206757,146000
Škoda Octavia  1 9Tdi 77kw 1.maj Serviska,1.9,2007,218162,146900
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2008,146674,147000
Škoda Octavia  1.9 TDi 77kW  1.Majitel  tažné,1.9,2008,232000,147000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2007,148675,147000
Škoda Octavia  1.9 TDI  Klima,1.9,2007,149563,147000
Škoda Octavia  1.9 TDI  4X4  ČR 2.maj,1.9,2006,175011,147000
Škoda Octavia  1.9 TDI  Automat  Serv.kniha,1.9,2006,196189,147000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2005,134358,147000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2005,148463,147000
Škoda Octavia  1.9 TDI 4x4  ČR 2.maj,1.9,2005,217308,147000
Škoda Octavia  1.9 TDi  4x4  TAŽNÉ  XENON  ČR,1.9,2005,182199,147900
Škoda Octavia  1.6 TDI  Klima  Tempomat,1.6,2010,240674,149000
Škoda Octavia  1.6 TDI  KLIMATIZACE  serviska,1.6,2010,283000,149000
Škoda Octavia  1.6 TDI  Klima  Tempomat,1.6,2009,177819,149000
Škoda Octavia,,2008,127000,149000
Škoda Octavia  2.0TDi serv.kn,2.0,2008,195570,149000
Škoda Octavia  2.0 TDi Ambiente  DSG,2.0,2008,208709,149000
Škoda Octavia  rs,,2008,217000,149000
Škoda Octavia  COMBI 1 9TDi 77kW serviska,1.9,2008,225544,149000
Škoda Octavia  2 0 TDi DSG,2.0,2008,283000,149000
Škoda Octavia  Scout 2.0 140k,2.0,2008,329576,149000
Škoda Octavia  plny servis,,2007,148000,149000
Škoda Octavia  1 9TDI  VELKA NAVIGACE,1.9,2007,166249,149000
Škoda Octavia  1.9 TDI  Serv.kniha  Klima,1.9,2007,188836,149000
Škoda Octavia  II 1.9TDi 77kW DSG Elegance  K,1.9,2007,189000,149000
Škoda Octavia  2 0 TDI 103 KW SPORT,2.0,2007,197000,149000
Škoda Octavia  1.9 TDi Ambiente,1.9,2007,199128,149000
Škoda Octavia  2 0 TDI PD ELEGANCE,2.0,2007,200425,149000
Škoda Octavia  4X4 1.9 TDi  ČR  Navi,1.9,2007,210253,149000
Škoda Octavia  kombi 2.0 TDi  103 kW  DSG,2.0,2007,219000,149000
Škoda Octavia  2.0 tdi-NAVI-PAKR.Č,2.0,2007,225261,149000
Škoda Octavia  Odpočet DPH   digi.klima,,2007,261394,149000
Škoda Octavia  2.0TDI 125 KW RS kůže xenony,2.0,2007,274389,149000
Škoda Octavia  II. 2 0TDI Elegance,2.0,2006,138923,149000
Škoda Octavia  Combi 2 0 TDI L&K,2.0,2006,148400,149000
Škoda Octavia  1 9 TDI 4x4 doložená historie,1.9,2006,152960,149000
Škoda Octavia  2.0TDI 103kW,2.0,2006,172745,149000
Škoda Octavia  2.0 TDI COMBI DSG,2.0,2006,209000,149000
Škoda Octavia  1.9TDI 77KW KOMBI 2006,1.9,2006,225502,149000
Škoda Octavia  2 0L Dynamic-paket.MotorBMM.8V,2.0,2006,247356,149000
Škoda Octavia  1 9 TDI 77Kw 4x4 Comfort Servi,1.9,2006,190015,149800
Škoda Octavia  1 9 TDI  ČR  Xenony,1.9,2007,196000,149877
Škoda Octavia  1 9 TDI Elegance ČR serv.kniha,1.9,2007,217200,149877
Škoda Octavia  1.9 TDi DSG Kombi,1.9,2009,253182,149900
Škoda Octavia  1 9   DSG  servisní knížka ČR,1.9,2008,197600,149900
Škoda Octavia  2.0 TDI 4x4,2.0,2008,225772,149900
Škoda Octavia  Scout 4x4 CZ 2.0 TDI,2.0,2008,269723,149900
Škoda Octavia  II 1.9 TDI KOMBI SPORT,1.9,2007,195573,149900
Škoda Octavia  2.0 Tdi 103kw Sportline,2.0,2007,213777,149900
Škoda Octavia  1.9TDI 4X4 6KVALT BEZ DPF,1.9,2006,175000,149900
Škoda Octavia  1 9TDI 4x4 1majitel servisní k,1.9,2006,267278,149900
Škoda Octavia  2 0TDI PD TAŽNÉ Z. ALU KOLA,2.0,2005,166000,149900
Škoda Octavia  2 0 TDI 4X4 ELEGANCE 103 kW CO,2.0,2007,222203,149990
Škoda Octavia  2.0TDi ČR   TOP STAV !!!,2.0,2007,230000,149990
Škoda Octavia  2.0 TDI 103 KW 1.MAJITEL TOP,2.0,2009,212154,149999
Škoda Octavia  II 2.0 TDI DSG ELEGANCE,2.0,2008,177922,149999
Škoda Octavia  1 9 TDI 1 MAJ SERVISKA GARANCE,1.9,2007,149000,149999
Škoda Octavia  1.9 TDI 77KW 2007 SERVISKA,1.9,2007,199800,149999
Škoda Octavia  ELEGANCE 1MAJ SK KARELAUTO,,2005,214000,149999
Škoda Octavia  Elegance 1.6 TDI  ČR 2.maj,1.6,2012,153733,150000
Škoda Octavia  1.6 TDI  ČR 1.maj  Klima,1.6,2012,176823,150000
Škoda Octavia  2.0 TDI  Serv.kniha  Klima,2.0,2012,197712,150000
Škoda Octavia  1.6 TDI  Automat  Klima,1.6,2011,98120,150000
Škoda Octavia  1.6 TDI  Navi  Klima  Tempomat,1.6,2011,124847,150000
Škoda Octavia  1.6 TDi Ambition,1.6,2011,142156,150000
Škoda Octavia  1.6 TDi Ambition  1.maj ČR,1.6,2011,156954,150000
Škoda Octavia  1.9 TDi Ambiente,1.9,2009,144752,150000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2009,194861,150000
Škoda Octavia  1 9 TDI Klima Serv.kniha II,1.9,2008,263500,150000
Škoda Octavia  1.9 TDi,1.9,2008,127422,150000
Škoda Octavia  2 0 TDI  ČR,2.0,2008,142521,150000
Škoda Octavia  1 9 TDI 1 MAJ SERVISKA GARANCE,1.9,2007,149000,149999
Škoda Octavia  1.9 TDI 77KW 2007 SERVISKA,1.9,2007,199800,149999
Škoda Octavia  ELEGANCE 1MAJ SK KARELAUTO,,2005,214000,149999
Škoda Octavia  Elegance 1.6 TDI  ČR 2.maj,1.6,2012,153733,150000
Škoda Octavia  1.6 TDI  ČR 1.maj  Klima,1.6,2012,176823,150000
Škoda Octavia  2.0 TDI  Serv.kniha  Klima,2.0,2012,197712,150000
Škoda Octavia  1.6 TDI  Automat  Klima,1.6,2011,98120,150000
Škoda Octavia  1.6 TDI  Navi  Klima  Tempomat,1.6,2011,124847,150000
Škoda Octavia  1.6 TDi Ambition,1.6,2011,142156,150000
Škoda Octavia  1.6 TDi Ambition  1.maj ČR,1.6,2011,156954,150000
Škoda Octavia  1.9 TDi Ambiente,1.9,2009,144752,150000
Škoda Octavia  1.6 TDI  ČR 2.maj  Serv.kniha,1.6,2009,194861,150000
Škoda Octavia  1 9 TDI Klima Serv.kniha II,1.9,2008,263500,150000
Škoda Octavia  1.9 TDi,1.9,2008,127422,150000
Škoda Octavia  2 0 TDI  ČR,2.0,2008,142521,150000
Škoda Octavia  2.0 TDi Elegance  Nová STK,2.0,2006,157068,150000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2006,166299,150000
Škoda Octavia  2.0 TDI  Automat  Navi  Klima,2.0,2006,173200,150000
Škoda Octavia  2.0 TDI Elegance  DSG  navi,2.0,2006,187681,150000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2006,202681,150000
Škoda Octavia  1.9 TDi ELEGANCE,1.9,2006,219000,150000
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2005,145289,150000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2005,175220,150000
Škoda Octavia  Elegance 2.0 TDI  Automat,2.0,2005,179899,150000
Škoda Octavia  Elegance 2.0 TDI  Xenony,2.0,2005,181709,150000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2005,193462,150000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2005,197471,150000
Škoda Octavia  2.0 TDI  Serv.kniha  Klima,2.0,2008,179215,152000
Škoda Octavia  Laurin&Klement 2.0 TDI  Navi,2.0,2007,138651,152000
Škoda Octavia  Laurin&Klement 2.0 TDI  Xenony,2.0,2007,140655,152000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2007,141239,152000
Škoda Octavia  Elegance 2.0 TDI  Automat,2.0,2007,145775,152000
Škoda Octavia  Elegance 2.0 TDI  Automat,2.0,2007,146677,152000
Škoda Octavia  2.0 TDI  Xenony  Klima,2.0,2009,273000,153000
Škoda Octavia  2.0 TDI 4x4 Combi,2.0,2008,187661,153000
Škoda Octavia  Elegance 1.9 TDI  Xenony,1.9,2007,153901,153000
Škoda Octavia  2.0 TDI  Automat  Navi  Xenony,2.0,2006,132609,153000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2006,166341,153000
Škoda Octavia  1.9 TDI  Serv.kniha  Klima,1.9,2006,212761,153000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2008,139748,154000
Škoda Octavia  1.9 TDI 77KW PLNÝ SERVIS,1.9,2008,213000,154000
Škoda Octavia  1.9 TDi 77kW ALU TAŽNÉ,1.9,2008,217350,154000
Škoda Octavia  1.9 TDI  Klima  Park. senzory,1.9,2007,131631,154000
Škoda Octavia  II 1.9 TDi AMBIENTE SERV.K.,1.9,2007,189770,154000
Škoda Octavia  1.9 TDI,1.9,2007,230000,154000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2006,130847,154000
Škoda Octavia  2.0TDi NAVI  ELEG. + SADA,2.0,2005,148773,154500
Škoda Octavia  1 9 TDI  digiklima  serv.kniha,1.9,2007,158300,154877
Škoda Octavia  2.0 TDi  1. majitel  serviska,2.0,2007,187777,154900
Škoda Octavia  1.9 TDI Elegance,1.9,2007,233000,154900
Škoda Octavia  2 0 TDi Elegance,2.0,2007,148190,154990
Škoda Octavia  1.9 TDI 77 Kw 4x4 Elegance,1.9,2006,191245,154990
Škoda Octavia  1.9 TDI  Ambiente,1.9,2005,229000,154999
Škoda Octavia  1 6 TDI KUP ČR,1.6,2011,242000,155000
Škoda Octavia  1.9TDi TOUR ČŘ ORIG KM,1.9,2010,199500,155000
Škoda Octavia  Combi 1 9 TDI / 77 kW Ambiente,1.9,2009,229402,155000
Škoda Octavia  Prodám Škodu Octavia Combi II,,2009,220000,155000
Škoda Octavia  Elegance 2.0 TDI  Xenony,2.0,2008,139826,155000
Škoda Octavia  1.9 TDI  ČR 1.maj  Klima,1.9,2008,146632,155000
Škoda Octavia  1.9TDi 77kW COMFORTLINE !!,1.9,2008,168000,155000
Škoda Octavia,,2008,168150,155000
Škoda Octavia  2.0 TDi Ambiente,2.0,2007,145893,155000
Škoda Octavia  Kombi Elegance 1.9 TDI 77kW ČR,1.9,2007,170416,155000
Škoda Octavia  2.0 TDI*ALU*VYBAVA*PEKNY STAV*,2.0,2007,184000,155000
Škoda Octavia  2,,2007,260103,155000
Škoda Octavia  Com.II 1.9TDi 134tis.km! Servi,1.9,2006,134000,155000
Škoda Octavia  Elegance 2.0 TDI  Navi  Xenony,2.0,2006,148601,155000
Škoda Octavia  2.0 TDi Elegance  Navigace,2.0,2006,148729,155000
Škoda Octavia  2.0 TDi Elegance  DSG  xenon,2.0,2006,149476,155000
Škoda Octavia  1.9 TDi Elegance,1.9,2006,152081,155000
Škoda Octavia  2.0 TDi Elegance  DSG  navi,2.0,2006,166541,155000
Škoda Octavia  2.0 TDi,2.0,2006,193327,155000
Škoda Octavia  2 0 TDI AUTOMAT,2.0,2006,209000,155000
Škoda Octavia  II COMBI 2.0 TDI SPORT XENON,2.0,2006,209000,155000
Škoda Octavia  Combi TDI 4x4 1 9 / 77 kW Ambi,1.9,2005,187600,155000
Škoda Octavia  Combi TDI 4x4 1 9 / 77 kW,1.9,2005,229800,155000
Škoda Octavia  2.0 TDi,2.0,2005,182793,155000
Škoda Octavia  2.0TDI  Po velkém servise  TOP,2.0,2005,234766,155000
Škoda Octavia  2 0 TDi*serviska*tažné*,2.0,2006,197657,155900
Škoda Octavia  Elegance 1.9 TDI  Navi  Xenony,1.9,2008,225707,156000
Škoda Octavia  Elegance 2.0 TDI  Automat,2.0,2007,141065,156000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2007,147705,156000
Škoda Octavia  1.9 TDI  ČR 2.maj  Serv.kniha,1.9,2007,156300,156000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2007,177790,156000
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2006,146554,156000
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2006,149269,156000
Škoda Octavia  2.0 TDI  Xenony  Klima,2.0,2006,149329,156000
Škoda Octavia  2.0 TDI  Automat  Xenony,2.0,2006,188010,156000
Škoda Octavia  2.0 TDi *AUTOKLIMA*ESP*,2.0,2006,216615,156000
Škoda Octavia  Elegance 2.0 TDI  Navi  Xenony,2.0,2005,179386,156000
Škoda Octavia,,2011,282000,157000
Škoda Octavia  1 9 TDi SERVISKA !!!  4X4,1.9,2006,260800,157000
Škoda Octavia  2.0 TDI  Automat  Klima,2.0,2005,148691,157000
Škoda Octavia  Combi 2 0TDI  4X4  ČR,2.0,2008,243000,157500
Škoda Octavia  combi II FC 1.6TDI 77kW,1.6,2010,218000,157900
Škoda Octavia  1 9 kombi 1.9TDI 4x4,1.9,2009,249000,158000
Škoda Octavia  2.0 TDi Elegance  litá kola,2.0,2007,153092,158000
Škoda Octavia  2 0TDI SCOUT KLIMA,2.0,2007,347231,158000
Škoda Octavia  1.9TDI 4x4,1.9,2006,201000,158000
Škoda Octavia  2.0 TDi *AUTOKLIMA*ESP*,2.0,2006,216928,158000
Škoda Octavia  1.6TDi ELEG. ČR SERVISKA,1.6,2011,273000,158999
Škoda Octavia  1.6 TDI,1.6,2011,134000,159000
Škoda Octavia  1.6TDI 77kW,1.6,2010,203000,159000
Škoda Octavia  1.6TDi-KLIMA SERVIS.KNIHA!TOP!,1.6,2010,259600,159000
Škoda Octavia  1.9 TDi Ambiente,1.9,2009,200548,159000
Škoda Octavia  1.9 TDi  ČR,1.9,2009,207320,159000
Škoda Octavia  Sport 2.0 TDI  Navi  Xenony,2.0,2008,143281,159000
Škoda Octavia  II-1 9 TDi ČR Servis.k. 1 maj.,1.9,2008,146700,159000
Škoda Octavia  1.9 TDI Ambiente  Klima,1.9,2008,169340,159000
Škoda Octavia  2 0 TDI/103 KW - AMBIENTE,2.0,2008,178000,159000
Škoda Octavia  1 9 TDi+Xenon Škoda servis! Ro,1.9,2008,186427,159000
Škoda Octavia  2.0TDI 103kW Laurin & Klement,2.0,2008,228000,159000
Škoda Octavia  1.9 TDI  Klima,1.9,2008,242216,159000
Škoda Octavia  Combi TDI 2 0 TDI / 103 kW Amb,2.0,2007,198544,159000
Škoda Octavia  Elegance 2.0 TDI  ČR 1.maj,2.0,2007,110688,159000
Škoda Octavia  1 9 TDI ELEGANCE  CZ 1.majitel,1.9,2007,123978,159000
Škoda Octavia  2.0 TDI  Serv.kniha  Klima,2.0,2007,127107,159000
Škoda Octavia  2.0 TDi Ambiente,2.0,2007,137066,159000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2007,146280,159000
Škoda Octavia  Elegance 2.0 TDI  Navi  Xenony,2.0,2007,146313,159000
Škoda Octavia  combi 2.0 TDi DSG Elegance,2.0,2007,178615,159000
Škoda Octavia  2.0TDI serviska  Ambiente,2.0,2007,181343,159000
Škoda Octavia  2.0TDi,2.0,2007,182972,159000
Škoda Octavia  2 0 TDi  DSG  servisní kniha,2.0,2007,184257,159000
Škoda Octavia  2.0 TDi Ambiente,2.0,2007,197481,159000
Škoda Octavia  1 9 TDI 4x4 AUTOKLIMA,1.9,2007,261000,159000
Škoda Octavia  SCOUT 2.0TDi,2.0,2007,292000,159000
Škoda Octavia  Elegance 2.0 TDI  Serv.kniha,2.0,2006,105786,159000
Škoda Octavia  4x4 1.9 TDi Ambiente,1.9,2006,143882,159000
Škoda Octavia  ll 2.0 Tdi 103Kw 8ventil servi,2.0,2006,144000,159000
Škoda Octavia  2.0 TDI 103 Kw  DSG  Elegance,2.0,2006,163000,159000
Škoda Octavia  2.0TDi,2.0,2006,166446,159000
Škoda Octavia  2 0 TDi*serviska*NAVI*Nová STK,2.0,2006,206794,159000
Škoda Octavia  Combi TDI 2 0 TDI / 103 kW Ele,2.0,2005,284969,159000
Škoda Octavia  Combi-77kW-Elegance,,2005,144465,159000
Škoda Octavia  1 6 TDI CR 77kW 1.MAJITEL,1.6,2012,260331,159900
Škoda Octavia  Kombi Ambiente 1.6 TDI,1.6,2011,208000,159900
Škoda Octavia  2.0TDI 103KW SERVISNÍ HISTORIE,2.0,2009,170000,159900
Škoda Octavia  2 0 AMBIENTE  combi II TDI PD,2.0,2009,239201,159900
Škoda Octavia  II. 1.9 TDI 77 kW*AUTOMAT-DSG*,1.9,2008,185445,159900
Škoda Octavia  2.0TDI TOP VÝBAVA ZÁRUKA NA KM,2.0,2008,192000,159900
Škoda Octavia  1 9Tdi  ČR  nehav  serv.knina,1.9,2008,209000,159900
Škoda Octavia  2 0 TDI DSG Xenon koupeno ČR s,2.0,2008,244800,159900
Škoda Octavia  II. 2.0 TDi AUTOKLIMA,2.0,2006,245009,159900
Škoda Octavia  4X4 NAVI 1.9 TDI,1.9,2005,175573,159900
Škoda Octavia  II COMBI 1 9TDi ELEGANCE XENON,1.9,2005,191160,159900
Škoda Octavia,,2012,204676,159990
Škoda Octavia  2 0TDCI TEMPOMAT KLIMA,2.0,2008,103000,159990
Škoda Octavia  1.9TDI 77k ELEGANCE 4xvyhř.sed,1.9,2008,200000,159990
Škoda Octavia  1 9 TDI RS paket Serv.kniha I,1.9,2010,109000,159999
Škoda Octavia  1.9TDI 77k ELEGANCE 4xvyhř.sed,1.9,2008,200000,159990
Škoda Octavia  1 9 TDI RS paket Serv.kniha I,1.9,2010,109000,159999
Škoda Octavia  2.0TDI ELEGANCE ČR REZERVACE,2.0,2009,249123,159999
Škoda Octavia  1.9TDI 77kW,1.9,2006,211424,159999
Škoda Octavia  Combi 1 6 TDI / 77 kW Green Li,1.6,2010,211054,160000
Škoda Octavia  1.9 TDi Tour  ČR,1.9,2010,135888,160000
Škoda Octavia  1.9 TDI   Serv.kniha  Klima,1.9,2009,112889,160000
Škoda Octavia  2.0 TDi Ambiente,2.0,2008,179040,160000
Škoda Octavia  1.9 TDi Elegance  ČR,1.9,2008,194360,160000
Škoda Octavia  2.0 TDi Elegance,2.0,2008,217322,160000
Škoda Octavia  1.9 TDI  Klima  Tempomat,1.9,2007,142561,160000
Škoda Octavia  2.0 TDi Ambiente  tempomat,2.0,2007,145624,160000
Škoda Octavia  1.9 TDI  Automat  Klima,1.9,2007,147567,160000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2007,155178,160000
Škoda Octavia  2.0 TDi Elegance  DSG  navi,2.0,2007,163460,160000
Škoda Octavia  Elegance 2.0 TDI  Klima,2.0,2007,164227,160000
Škoda Octavia  Sport 1.9 TDi Elegance,1.9,2007,173262,160000
Škoda Octavia  2.0 TDi Ambiente  NOVÁ STK,2.0,2007,188487,160000
Škoda Octavia  2.0 TDi Ambiente,2.0,2007,190039,160000
Škoda Octavia  Elegance 1.9 TDI  Serv.kniha,1.9,2007,200715,160000
Škoda Octavia  2.0 TDi Elegance  2.maj ČR,2.0,2007,219639,160000
Škoda Octavia,,2007,410000,160000
Škoda Octavia  2.0 TDI  Klima  Tempomat,2.0,2006,134398,160000
